key,translation,
language_change_warning,Değişikliklerin etkili olması için lütfen oyunu yeniden başlatın,
language_name,Türkçe,
new_game,Yeni oyun,
resume,Devam et,
result,Result,
language,Dil,
load_game,Oyunu yükle,
exit_to_desktop,Masaüstüne cik,
exit_to_main_menu,Ana menüye cik,
save,Kaydet,
gather,Topla,
mine,Kaz,
mine_mine,Madencilik,
chop,Bic,
cut,Kes,
chop_completely,Tamamen bic,
cut_completely,Tamamen kes,
сhop_automatically,Otomatik bic,
cut_automatically,Otomatik kes,
chop_now,Temelli kes,
cut_now,Temelli biç,
сhop_automatically_description,Yetistikten sonra otomatik bic,
сut_automatically_description,Yetistikten sonra otomatik kes,
hunt,Avla,
cancel,Iptal et,
destruct,Yik,
stone_tools,Tas aletler,
charcoal_kiln,Odun firini,
copper_smelting,Bakir eritme,
bronze_smelting,Bronz eritme,
iron_smelting,Demir eritme,
time_machine,Zaman makinesi,
grain_processing,Tahil isleme,
pottery,comlekcilik,
brewing,Alkol yapimi,
alcoholic_drinks,Alkollü icecekler,
tanning,Deri isleme,
animals_domestication,Hayvan evcillestirme,
cheesemaking,Peynir yapimi,
oven,Firin,
agriculture,Tarim,
fertilizing,Gübreleme,
weaving,Dokumacilik,
satiety,Tokluk,
energy,Enerji,
health,Can,
age,Yas,
day,Gün,
settlers,Yerliler,
animals,Hayvanlar,
wall,Duvar,
floor,Zemin,
hut,Kulübe,
production,Üretim,
storage,Depolama,
religion,Din,
level,Seviye,
defense,Savunma,
bridge,Koprü,
paleolithic,Paleolitik,
mesolithic,Mesolitik,
neolithic,Neolitik,
chalcolithic,Kaltolitik,
bronze_age,Bronz cagi,
iron_age,Demir cagi,
fuel,Yakit,
burial,Cenaze,
consumption,Tüketim,
irrigation,Sulama yapmak,
sowing,Ekme,
irrigate,Sulama,
fertilize,Gübreleme,
technologies,Teknolojiler,
rest,Dinlenmek,
work,calismak,
sleep,Uyumak,
happiness,Mutluluk,
nutrition,Beslenme,
time,Zaman,
ingredients,Icindekiler,
hours,Saatler,
felling,Odunculuk,
gathering,Toplamak,
building,Insa etmek,
farming,Tarim,
supplying,Tasimak,
ranching,Ciftcilik,
capacity,Kapasite,
per hour,Saat basi,
resource,Kaynak,
required_technology,Gerekli teknoloji,
ration,Ration,
growth_speed,Büyüme hizi,
growth_progress,Büyüme ilerlemesi,
days,Günler,
food_drying,Yemek kurutmaligi,
fertilizer,Gübre,
None,None,
spinning,Spinning,
new_settlers_arrived,Yeni yerliler geldi,
new_technologies_available,Yeni teknolojiler mevcut,
required,Gerekli,
deposit,Depozito,
recipe,Tarif,
progress,Ilerleme,
crafting,Üretim,
Pick,Topla,
copy_settings,Ayarlari kopyala,
value,Deger,
trade,Ticaret,
metallurgy,Metalurji,
open,Ac,
close,Kapat,
clone,Kopyala,
mechanisms,Mekanizmalar,
experience_points,Tecrübe puanlari,
world_settings,Dünya ayarlari,
create,Olustur,
back,Geri,
world_with_that_name_already_exists,Ayni isimli dünya var,
world_name,Dünya adi,
world_size,Dünya boyutu,
cooking,Yemek pisirme,
freshness,Tazelik,
durability,Dayaniklilik,
season,Mevsim,
spoilage_rate,Bozulma orani,
per_day,Günlük,
soil,Toprak,
moisture,Nem,
plant,Bitki,
name,Isim,
temperature,Sicaklik,
protects_against_low_temperatures,Düsük sicakliklara karsi direnc,
priority,oncelik,
speed,Hiz,
spoiled,Cürüdü,
barley,Arpa,
flax,Keten,
grape_bush,Üzüm calisi,
oak,Mese,
pea,Bezelye,
culinary_ingredients,Mutfak malzemeleri,
fertilizers,Gübreler,
resources,Kaynaklar,
seeds,Tohumlar,
food,Yiyecek,
tools,Aletler,
clothes,Giysiler,
containers,Containers,
summer,Yaz,
autumn,Sonbahar,
winter,Kis,
spring,Ilkbahar,
woodcutting,Odunculuk,
mining,Madencilik,
hunting,Avcilik,
harvesting,Hasat,
planting,Ekim,
plowing,ciftcilik,
fishing,Balikcilik,
hauling,Tasima,
wooden_cart,Ahsap araba,
wooden_plow,Ahsap saban,
copper_reaper,Copper reaper,
copper,Bakir,
bronze,Bronz,
iron,Demir,
manure,Gübre,
wood,Odun,
charcoal,Odun komürü,
stone,Tas,
clay,Kil,
leather,Deri,
copper_ore,Bakir cevheri,
tin_ore,Kalay cevheri,
iron_ore,Demir cevheri,
crushed_copper_ore,Bakir tozu,
crushed_tin_ore,Kalay tozu,
crushed_iron_ore,Demir tozu,
fiber,Lif,
cloth,Kumas,
yarn,Iplik,
woven_clothing,Woven clothing,
dry_skin,Kurutulmus deri,
raw_skin,Ham deri,
mudbrick,Kerpic,
settler_corpse,Yerli cesedi,
stone_sickle,Tas orak,
copper_sickle,Bakir orak,
bronze_sickle,Bronz orak,
iron_sickle,Demir orak,
stone_axe,Tas balta,
copper_axe,Bakir balta,
bronze_axe,Bronz balta,
iron_axe,Demir balta,
stone_hoe,Tas capa,
copper_hoe,Bakir capa,
bronze_hoe,Bronz capa,
iron_hoe,Demir capa,
stone_pick,Tas kazma,
copper_pick,Bakir kazma,
bronze_pick,Bronz kazma,
iron_pick,Demir kazma,
wooden_spear,Ahsap mizrak,
stone_spear,Tas mizrak,
copper_spear,Bakir mizrak,
bronze_spear,Bronz mizrak,
iron_spear,Demir mizrak,
wooden_harpoon,Ahsap zipkin,
stone_harpoon,Tas zipkin,
copper_harpoon,Bakir zipkin,
bronze_harpoon,Bronz zipkin,
iron_harpoon,Demir zipkin,
sling,Sapan,
bow,Yay,
crossbow,Tatar yayi,
barley_seeds,Arpa tohumu,
skins_outfit,Deri kiyafetler,
warm_fur_clothes,Kürk kiyafet,
warm_knitted_clothes,Warm knitted clothes,
chainmail,Zincir zirh,
leather_outfit,Deri kiyafet,
ceramic_pot,Seramik comlek,
unfired_pot,Pismemis comlek,
pot_of_beer,bira comlegi,
pot_of_wine,sarap comlegi,
pot_of_mead,likor comlegi,
pot_of_water,su comlegi,
pot_of_milk,süt comlegi,
flour,Un,
grape,üzüm,
raisin,kuru üzüm,
raw_meat,Cig et,
dry_fish,Kurutulmus balik,
dry_meat,Kurutulmus et,
raw_fish,Cig balik,
number_of_fish,Balik sayisi,
peas,Bezelye,
cooked_meat,Pismis et,
cooked_fish,Pismis balik,
flatbread,Gozleme,
cheese,Peynir,
hay,saman,
mudbrick_hut,Kerpic ev,
bloomery,Eritme firini,
used_to_smelting_metals_from_its_ores,Cevherleri eritmek icin kullanilir.,
clay_barn,Kil depo,
used_for_storing_resources,Kaynaklari depolamak icin kullanilir,
сharcoal_kiln,Odun firini,
used_for_coal_production,Komür üretimi icin kullanilir,
clay_deposit,Kil yatagi,
clay_hut,Kil kulübe,
clay_oven,Kil firini,
used_for_quick_cooking,Hizli yemek pisirme icin kullanilir,
iron_smithy,Demirci,
used_for_forging_iron_tools,Demir alet yapimi icin kullanilir,
copper_deposit,Bakir yatagi,
crafter,Zanaatkar,
used_to_create_primitive_tools,Ilkel araclar olusturmak icin kullanilir,
dirt_path,Toprak yol,
dolmen,Mezar,
drop_spindle,Egirmen,
used_for_spinning_yarn,Iplik egirmek icin kullanilir,
farm_plot,Tarla bolgesi,
used_for_growing_plants,Bitki ekmek icin kullanilir,
fermenting_pot,Fermantasyon kabi,
used_to_ferment_foods,Gidalari fermente etmek icin kullanilir,
fishing_place,Balikcilik bolgesi,
used_for_fishing,Balikcilik yapmak icin kullanilir,
fish_trap,Balik tuzagi,
food_dryer,Yiyecek kurutucusu,
used_for_drying_food,Yiyecekleri kurutmak icin kullanilir,
grave,Mezar,
used_to_bury_the_dead,Olüleri gommek icin kullanilir,
hearth,Ocak,
used_for_cooking,Yemek pisirmek icin kullanilir,
iron_deposit,Demir yatagi,
kiln,Seramik firini,
used_for_firing_ceramic_products,seramigi firinlamak icin kullanilir,
warp_weighted_loom,Warp-Dokuma tezhagi,
used_to_weave_cloth,Kumasi dokumak icin kullanilir,
mechanical_crusher,Mekanik kirici,
used_to_crushing_resources,cevherleri toza cevirmek icin kullanilir,
millstone,Degirmen tasi,
used_for_quick_grinding_of_grain,Tahilin hizli ogütülmesi icin kullanilir,
used_for_mining,Madencilik icin kullanilir,
mortar_and_pestle,Havan tokmagi,
used_to_grinding_and_crushing_resources,Kaynaklari ogütüp kirmak icin kullanilir,
mudbrick_dryer,Kerpic kurutucusu,
used_for_drying_adobe,Kerpic kurutmak icin kullanilir,
palisade,cit,
barn,Ahir,
primitive_animal_dwelling,Ilkel hayvan barinagi,
used_to_cross_water,Suyu gecmek icin kullanilir,
skin_drying_rack,Deri kurutma rafi,
used_for_drying_skins,Derileri kurutmak icin kullanilir,
spinning_wheel,Cikrik,
stick_hut,cubuktan kulübe,
stockpile,Depolama,
copper_smithy,Bakir isleme,
used_for_forging_copper_and_bronze_tools,Bakir ve bronz alet yapiminda kullanilir,
stone_deposit,Tas yatagi,
stone_floor,Tas zemin,
allows_creatures_to_move_faster,Yerliler daha hizli hareket eder,
primitive_dwelling,Ilkel konut,
stone_pieces,Tas parcalari,
stone_wall,Tas duvar,
tannery,Deri isleme,
used_for_tanning_skins,Derileri islemek icin kullanilir,
tin_deposit,Kalay yatagi,
water_gathering_place,Su toplama noktasi,
used_to_collect_water,Su toplamaya yarar,
well,Kuyu,
windmill,Rüzgargülü,
used_for_automated_grinding_of_grain,Tahil ogütmede kullanilir,
wooden_gate,Ahsap kapi,
point_of_entry_to_a_space_which_is_enclosed_by_walls,Duvarlarla cevrili bir yere giris noktasi,
wood_pieces,Ahsap parcalari,
workshop,Atolye,
used_to_create_advanced_tools,Gelismis alet yapiminda kullanilir,
sound_volume,Ses düzeyi,
accept,Kabul et,
decline,Reddet,
tailors_workshop,Terzi atolyesi,
used_to_make_clothes,Kiyafet yapiminda kullanilir,
irrigation_canals,Sulama kanali,
build_irrigation_canal,Sulama kanali insa et,
destruct_irrigation_canal,Sulama kanali yik,
melee_damage,Yakin dovüs hasari,
range_damage,Uzak mesafe hasari,
recharge_time,Bekleme süresi,
tool_type,Alet türü,
efficiency,Verimlilik,
chance,sans,
projectile_speed,Hiz,
repeat,Tekrarla,
fishing_rod,Olta,
source_of_mechanical_energy,Mekanik enerji kaynagi,
mechanical_millstone,Mekanik degirmentasi,
energy_consumer,Enerji tüketimi,
energy_source,Enerji kaynagi,
connected,Baglandi,
disconnected,Baglanti kesildi,
travel_speed,Seyahat hizi,
beekeeping,Aricilik,
wild_bee_hive,Yabani ari kovani,
bee_hive,Ari kovani,
beeswax,Balmumu,
dandelion,Karahindiba,
pot_of_honey,Bal comlegi,
honeycomb,Bal petegi,
flowers,cicekler,
base_speed,Temel hiz,
total_speed,Toplam hiz,
honey,Bal,
bee_hive_description,Yabani ari kovanindan iki kat verimli bal üretir,
a_wild_bee_hive_has_appeared_near_you,Yakininizda bir ari kovani belirlendi,
future,Gelecek,
game_finished,Oyun bitti,
energy_consumption,Enerji tüketimi,
energy_output,Enerji cikisi,
time_machine_description,Zaman makinesi cihazi,
energy_available,Mevcut enerji,
return_to_the_future,Gelecege don,
windowed,Pencereli,
fullscreen,Tam ekran,
open_game_data_folder,Oyunun dosyalarini ac,
credits,Credits,
turn_on_music,Müzigi ac,
turn_off_music,Müzigi kapat,
recipes,Tarifler,
aurochs,Yaban oküzü,
boar,Yaban domuzu,
tarpan,Tarpan,
mouflon,Yabani koyun,
workers,Isciler,
knowledge_points,Bilgi puani,
knowledge,Bilgi,
primitive_school_description,Bilgi puani kazanmak icin kullanilir,
skin_tent,Deri cadir,
edge_scrolling_camera,Edge scrolling camera,
learning,ogrenme,
left_click,Sol tik,
right_click,Sag tik,
enable_all,Hepsini etkinlestir,
disable_all,Hepsini etkisiz hale getir,
pregnancy,Gebelik,
was_killed_by,{0},{1} tarafindan oldürüldü
command_line,komut satiri,
x_died_of_starvation,{0} acliktan oldü,
x_died_from_the_cold,{0} soguktan oldü,
x_died_of_old_age,{0} yasliliktan oldü,
domesticate,Evcillestirmek,
slaughter,Katliam,
animal_male,Erkek,
animal_female,Kadin,
shelf_life_of_products,Ürünlerin raf omrü,
food_storage_hut_description,Yiyecek depolamak icin kullanilir yiyecekleri uzun süre taze tutar,
food_storage_hut,Yiyecek deposu,
mammoth,Mamut,
copy,Kopyala,
paste,Yapistir,
brick,Tugla,
the_settlers_are_freezing,Yerliler soguktan donuyor,
the_settlers_are_starving,Yerliler cok ac,
child,cocuk,
adult,Yetiskin,
old,Yasli,
animal_pen,Hayvan agili,
animal_pen_description,Hayvanlarin beslenmesi ve dinlenmesi icin kullanilir,
animal_filter,Hayvan filtresi,
the_settlers_are_unhappy,Yerliler mutsuz,
production_limit,Üretim limiti,
repeat_until_production_limits_are_reached,Üretim limitine ulasana kadar üretim devam eder,
all,Hepsi,
stored,Depolandi,
wolf,Kurt,
peaceful_mode,Bariscil mod,
a_wild_animal_is_about_to_attack_your_settlement,Vahsi bir hayvan koyüne saldirmak üzere,
weapon,Silah,
attack,Saldir,
equip,Kusan,
come_here,Buraya gel,
bone,Kemik,
bone_sickle,Kemik orak,
bone_harpoon,Kemik zipkin,
bone_spear,Kemik mizrak,
bone_tools,Kemikten aletler,
items,Esyalar,
wolf_domestication,Kurt evcillestirme,
clean_up_manure,Gübreyi temizle,
cattle,Sigirlar,
horse,At,
pig,Domuz,
sheep,Koyun,
dog,Kopek,
brick_floor,Tugla zemin,
brick_wall,Tugla duvar,
haystack,Saman yigini,
haystack_description,Saman depolamak icin kullanilir.,
disband,Dagit,
automatically_mine_spawned_deposits,Kaynaklar otomatik olarak olusturulacak,
mine_description,Maden cevresinde otomatik olarak olusturulacak.,
shelf_life,Raf omrü,
raisin_buns,Üzümlü corek,
rename,Isimlendir,
wool,Yün,
wool_clothing,Yün kiyafet,
wool_yarn,Yün iplik,
wool_cloth,Yün kumas,
new_settlers,Yeni yerliler,
duration_x_minutes,Duration: {0} dakika,
duration_x_hours,Duration: {0:0.0} saat,
movement_speed,Hareket hizi,
effects,Etkiler,
herbalist_table,Bitki uzmani masasi,
herbalist_table_description,Ilkel ilac yapimi icin kullanilir.,
food_poisoning_cure,Gida zehirlenmesine care,
primitive_medicine,Ilkel tip,
medicine,Ilac,
causes,Nedenler,
cures,Tedaviler,
productivity,Verimlilik,
wind,Rüzgar,
calm,Sakin,
light,Hafif,
moderate,Iliman,
strong,Güclü,
depends_on_wind_speed,Rüzgar hizina baglidir,
mudbrick_wall,Kerpic duvar,
mudbrick_floor,Kerpic zemin,
torch,Mesale,
torch_description,Alani aydinlatmak icin kullanilir,
energy_type,Enerji tipi,
kinetic,Kinetik,
gas,Gaz,
knowledge_table,Bilgi tablasi,
pause,Durdur,
has_joined_your_settlement,{0} senin koyüne katildi,
walls,Duvarlar,
wall_description,Gecilmez bir sur olusturmak icin kullanilir.,
basket,Sepet,
number_of_uses,Kullanim sayisi,
to_do_the_job_of_x_you_need_tools,{0} isini yapmak icin bir alete ihtiyaciniz var.,
game_menu,Oyun menüsü,
food_poisoning,Gida zehirlenmesi,
vomiting,Kusma,
sleeping,Uyuyor,
sleeping_on_the_ground,Zeminde uyuyor,
winter_cold,Kis sogugu,
warm_clothing,Sicak tutan kiyafetler,
cozy_hut,Rahat kulübe,
cozy_tent,Rahat cadir,
warm_place,Sicak mekan,
dirty_animal_pen,Kirli hayvan agili,
hunger,Aclik,
low_light,Düsük isik,
spawn_time,Spawn time,
show_resource_in_the_general_list,Kaynagi genel listede goster,
rain,Yagmur,
stopped_due_to,su nedenle durduruldu: {0},
pea_seeds,Bezelye tohumu,
pea_soup,Bezelye corbasi,
thresher,Thresher,
thresher_description,Tohumlari samandan ayirmak icin kullanilir,
sheaf_of_barley,Bir demet arpa,
bunch_of_peas,Bir avuc bezelye,
threshing_floor,Threshing floor,
threshing_floor_description,"Used for mass animal threshing of 
plants to separate seeds from hay",
noria,Su degirmeni,
noria_description,Kuyudan su alip sulama kanalina aktarmak icin kullanilir,
iron_bloom,Ham demir,
assigned_to,Assigned to {0},
assign_to,Assign to {0},
unassign_from,Unassign from {0},
assign_a_pet,Assign a pet,
pets,Hayvanlar,
music_volume,Müzik seviyesi,
destruct_surface,Yüzeyi yik,
x_got_the_y_effect,{0} got the {1} effect,
days_until_aging_x,Days until aging: {0},
days_until_death_x,Days until death: {0},
trading_post,Takas dükkani,
trading,Takas,
trading_post_assortment_update,Takas dükkanindaki esyalar yenilendi!,
buying,Satin al,
selling,Sat,
trading_post_description,Mal alip satmanizi saglar, ürünler her gün güncellenir.
mealing_stone,ogütme tasi,
mealing_stone_description,Tahil ve tohumlarin islenmesinde kullanilir,
animal_fat,Animal fat,
oil_lamp,Kandil,
oil_lamp_description,"Aydınlatma için kullanılır, yakıt olarak yağlar ve hayvansal yağlar kullanılır",
pemmican,Pemikan,
settlement,Yerleşim,
side_item,Yan öğe,
mulberry,Mulberry,
carrot,Carrot,
carrot_seeds,Carrot Seeds,
carrot_wild,Carrot Plant,
lettuce_leaves,Lettuce Leaves,
wineberries,Wineberries,
wineberry_bush,Wineberry Bush,
limestone,Limestone,
limestone_deposit,Limestone Deposit,
lettuce_wild,Lettuce Plant,
lettuce_seeds,Lettuce Seeds,
lamp_post,Lamp Post,
sycamore,Sycamore Tree,
sycamore_pod,Sycamore Seed,
red_beet_seeds,Red beet Seeds,
pine,Pine Tree,
pinecone,Pinecone,
avacado_seed,Avocado Seed,
avacado,Avocado,
avacado_tree,Avocado Tree,
red_beet,Red Beet,
red_beet_plant,Red Beet Plant,
onion,Onion,
onion_seeds,Onion Seeds,
onion_plant,Onion Plant,
lemon_seeds,Lemon Seeds,
tumeric,Tumeric,
tumeric_plant,Tumeric Plant,
lemon,Lemon,
lemon_tree,Lemon Tree,
spinach_plant,Spinach Plant,
spinach,Spinach Leaves,
spinach_seeds,Spinach Seeds,
woad_leaves,Woad Leaves,
woad_plant,Woad Plant,
woad_seeds,Woad Seeds,
red_cabbage,Red Cabbage,
red_cabbage_plant,Red Cabbage Plant,
red_cabbage_seeds,Red Cabbage Seeds,
blueberries,Blueberries,
blueberry_ plant,Blueberry Plant,
blueberry_seeds,Blueberry Seeds,
red_beet_chips,Red beet Chips,
used_to_dye_clothes,Used to dye clothes,
dye_station,Dye Station,
red_tunic,Red Tunic,
pink_tunic,Pink Tunic,
orange_tunic,Orange Tunic,
yellow_tunic,Yellow Tunic,
green_tunic,Green Tunic,
ltblue_tunic,Light Blue Tunic,
dkblue_tunic,Dark Blue Tunic,
purple_tunic,Purple Tunic,
pot_of_vinegar,Pot of Vinegar,
redwood_tree,Redwood Tree,
blueberry_bush,Blueberry Bush,
mulberry_tree,Mulberry Tree,
purple_coat,Purple Coat,
dkblue_coat,Dark Blue Coat,
ltblue_coat,Light Blue Coat,
green_coat,Green Coat,
orange_coat,Orange Coat,
yellow_coat,Yellow Coat,
pink_coat,Pink Coat,
red_coat,Red Coat,
quarry,Quarry,
quarry_description,"Used to gather Stones, Sand, Limestone, and someones Silicon.",
sand,Sand,
silicon,Silicon,
silicon_ingot,Silicon Ingot,
butterfly_bush,Butterfly Bush,
decoration_desc,Used only for decoration.,
farmer_statue,Farmer Statue,
bird_bath,Bird Bath,
joyful_statue,Statue of Joy,
merchant_statue,Merchant Statue,
merchant_statue_desc,The one who brings joy upon arrival.,
fountain,Fountain,
fountain_small,Small Fountain,
stone_ball,Stone Ball Sculpture,
holder_statue_light,Lit Holder Statue,
holder_statue,Holder Statue,
copper_lamp,Copper Lamp,
copper_lamp_post,Copper Lamp on Post,
bronze_lamp,Bronze Lamp,
bronze_lamp_post,Bronze Lamp on Post,
iron_lamp,Iron Lamp,
iron_lamp_post,Iron Lamp on Post,
stone_arch,Stone Archway,
dog_statue,Stone Dog Statue,
limestone_dog_statue,Limestone Dog Statue,
totem,Totem,
timothy_grass,Timothy Grass (Hay),
timothy_grass_desc,Can be cut to produce animal feed (Hay),
timothy_grass_seeds,Timothy Grass Seeds,
multiflora_rose_bush,Multiflora Rose Bush,
rose_bush,Rose bush,
dames_rockets,Dame Rocket Flowers,
tulip,Tulip,
star_flower,Star Flower,
wood_flower_wall,Wooden Flower Wall,
stone_flower_wall,Stone Flower Wall,
hedge,Leafy Hedge Wall,
stone_rose_wall,Stone Rose Wall,
brick_flower_wall,Brick Flower Wall,
mudbrick_flower_wall,Mudbright Flower Wall,
brick_rose_wall,Brick Rose Wall,
mudbrick_rose_wall,Midbrick Rose Wall,
wood_rose_wall,Wooden Rose Wall,
wood_butterfly_wall,Wooden Butterfly Flower Wall,
stone_butterfly_wall,Stone Butterfly Flower Wall,
brick_butterfly_wall,Brick Butterfly Flower Wall,
mudbrick_butterfly_wall,Mudbright Butterfly Flower Wall,
chicken,Chicken,
egg,Egg,
sugar,Sugar,
limestone_pillar,Limestone Pillar,
rose_sculpture_large,Rose Sculpture Pillar,
rose_sculpture_small,Small Rose Sculpture Pillar,
fish_cake,Fish Patty,
spinach_quiche,Spinach Quiche,
lemon_square,Lemon Square,
blueberry_tart,Blueberry Tart,
onion_quiche,Onion Quiche,
meat_pie,Meat Pie,
wineberry_pie,Wineberry Pie,
muffin,Muffin,
carving,Decorative Carving,
dwelling,A place to call Home.,
brick_abode,Brick House,
wooden_gate_small,Small Wooden Doors,
wooden_gate_large,Large Wooden Doors,
simple_bed,Simple Bed,
steel_smelting,Steel Smelting,
blast_furnace,Blast Furnace,
steel_ingot,Steel Ingot,
solar_power,Solar Power,
solar_panel,Solar Panel,
charging_station,Charging Station,
used_to_charge_batteries,Used to charge batteries,
empty_battery,Empty Battery,
full_battery,Full Battery,
copper_wire,Copper Wire,
coop,Chicken Coop,
glass,Glass,
used_to_make_glass,Used to make Glass.,
glass_workshop,Glass Workshop,
glass_bottle,Glass Bottle,
source_of_solar_energy,Creates a power source using Solar Energy,
solar_light_desc,Solar Powered Lamp,
plank_floor,Wooden Plank Floor,
used_to_create_tools,Used to Create Advanced Tools,
crafting_desk,Crafting Desk,
sewing_desk,Sewing Desk,
study_desk,Study Desk,
used_to_make_clothes,Used to make Clothes,
used_for_crafting,Used for Crafting Items,
steel_smelting,Steel Smelting,
candle,Candle,
wax,Wax,
honey,Honey,
avacado_oil,Avocado Oil,
candle_maker,Candle Maker,
candle_making,Candle Making,
used_for_crafting_candles,Used for crafting Candles,
advanced_crafting,Advanced Crafting Desks,
candelabra_copper,Copper Candelabra,
candelabra_bronze,Bronze Candelabra,
candelabra_iron,Iron Candelabra,
candelabra_steel,Steel Candelabra,
lemonade,Lemonade,
used_for_cooking,Used for Faster Cooking,
stove_iron,Iron Stove,
brick_oven,Brick Pizza Oven,
food_press,Food Press,
used_to_make_oil,"Used to make Oil, Juices, and Honey",
used_for_making_pizza,Used for Making Pizza,
tomato,Tomato,
tomato_plant,Tomato Plant,
tomato_seeds,Tomato Seeds,
bell_pepper,Bell Pepper,
bell_pepper_plant,Bell Pepper Plant,
bell_pepper_seeds,Bell Pepper Seeds,
tomato_pizza,Tomato Pizza Pie,
cheese_pizza,Cheese Pizza,
meaty_pizza,Meat Pizza,
veggie_pizza,Vegetable Pizza,
iron_gate,Small Iron Gate,
iron_gate_large,Large Iron Gate,
acorn,Acorn,
tapped_maple,Tapped Maple Tree,
tapped_pine,Tapped Pine Tree,
tapper,Tapper,
maple_sap,Raw Maple Sap,
pine_sap,Raw Pine Sap,
maple_syrup,Maple Syrup,
to_tap_trees,Used to collect sap from a trees.,
tree_tapping,Tree Tapping,
tea_seed,Tea Tree Seed,
tea_leaves,Tea Leaves,
tea_plant,Tea Plant,
black_tea,Black Tea,
tomato_soup,Tomato Soup,
veg_soup,Vegitable Soup,
fried_egg,Fried Egg,
potato_chips,Potato Chips,
knitted_cap,Knitted Hat,
sun_cap,Sun Hat,
head_wrap,Head Wrap,
pancakes,Pancakes w/ Syrup,
maple_seed,Maple Tree Seed,
jack_o_lantern,Jack-O-Lantern,
toasted_pumpkin_seeds,Toasted Pumpkin Seeds,
pumpkin_pie,Pumpkin Pie,
pumpkin,Pumpkin,
pumpkin_seeds,Pumpkin Seeds,
red_head_wrap,Red Head Wrap,
orange_head_wrap,Orange head Wrap,
yellow_head_wrap,Yellow Head Wrap,
green_head_wrap,Green  Head Wrap,
ltblue_head_wrap,Light Blue Head Wrap,
dkblue_head_wrap,Dark Blue  Head Wrap,
purple_head_wrap,Purple  Head Wrap,
pink_head_wrap,Pink  Head Wrap,
red_sun_cap,Red Sun Cap,
orange_sun_cap,Orange Sun Cap,
yellow_sun_cap,Yellow Sun Cap,
green_sun_cap,Green Sun Cap,
ltblue_sun_cap,Light Blue Sun Cap,
dkblue_sun_cap,Dark Blue Sun Cap,
purple_sun_cap,Purple Sun Cap,
pink_sun_cap,Pink Sun Cap,
red_knitted_cap,Red Knitted Cap,
orange_knitted_cap,Orange Knitted Cap,
yellow_knitted_cap,Yellow Knitted Cap,
green_knitted_cap,Green Knitted Cap,
ltblue_knitted_cap,Light Blue Knitted Cap,
dkblue_knitted_cap,Dark Blue Knitted Cap,
purple_knitted_cap,Purple Knitted Cap,
pink_knitted_cap,Pink Knitted Cap,
maple,Maple Tree,
corn,Corn Plant,
corncob,Corncob,
roasted_corncob,Roasted Corncob,
corn_seeds,Corn Seeds,
auto_oven,Auto Oven,
automatic_cooking,Used to cook food automatically.,
solar_lamp_post,Solar Lamp Post,
warehouse,Warehouse,
silo,Silo,
potato,Potato,
potato_plant,Potato Plant,
foot_light_small,Small Floor Light,
floor_light_large,Large Floor Light,
tin_plate,Tin Coated Iron Plate,
plate_casting,Plate Casting,
used_for_casting_plates,Used for casting metal plates.,
steel_drill,Electric Drill,
chainsaw,Electric Chainsaw,
cattle_miner,Mining Machine,
cattle_miner_desc,A machine made that utilizes animals mine ore.,
nursery,Tree Nursery,
nursery_desc,A greenhouse where trees are grown and then made into wood.,
tin_plate,A thin plate of metal coated in tin.,
advanced_buildings,Advanced Buildings,
